CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary
9260,799,Germany,Female,39,7,167395.6,2,0,1,139537.43
5781,636,Germany,Male,36,6,96643.32,1,0,0,182059.28
2595,633,France,Male,29,10,130206.28,1,1,0,184654.87
7200,524,France,Male,28,1,93577.3,1,1,1,51670.82
3593,555,Germany,Female,62,10,114822.64,1,0,1,8444.5
5216,637,Spain,Male,43,3,172196.23,1,1,1,104769.96
1030,730,France,Male,39,1,116537.6,1,0,0,145679.6
7433,779,Germany,Female,37,2,128389.63,1,1,1,6589.16
7877,494,Spain,Female,41,2,69974.66,2,1,0,188426.13
8823,675,Spain,Female,50,1,133204.91,1,0,1,8270.06
8236,602,Spain,Male,37,3,107592.89,2,0,1,153122.73
5733,829,France,Female,22,7,150126.44,1,1,0,152107.93
5378,606,Germany,Male,27,2,130274.26,2,1,0,147533.09
7762,850,France,Female,34,2,0.0,2,0,0,51919.04
1755,533,Spain,Female,52,7,0.0,1,0,1,194113.99
7355,529,Spain,Female,35,5,0.0,2,1,0,56518.0
4161,736,France,Male,43,4,176134.54,1,1,1,52856.88
231,610,France,Male,40,0,0.0,2,1,0,62232.6
8104,769,France,Female,31,6,117852.26,2,1,0,147668.64
110,685,Germany,Male,30,3,90536.81,1,0,1,63082.88
5457,738,Germany,Male,62,10,83008.31,1,1,1,42766.03
6708,754,France,Male,34,7,0.0,2,1,1,65219.85
2514,592,Germany,Female,26,4,105082.07,2,1,0,132801.57
5961,796,Spain,Male,32,5,102773.15,2,0,1,117832.88
4279,604,France,Male,33,3,148659.48,1,0,0,42437.75
4720,619,Germany,Female,33,3,100488.92,2,0,1,36446.74
2917,698,France,Male,57,6,136325.48,2,1,1,72549.27
9390,752,Germany,Female,37,5,113291.05,2,1,1,132467.54
2992,810,France,Female,51,5,0.0,2,0,1,184524.74
2317,630,France,Female,36,2,110414.48,1,1,1,48984.95
4847,534,France,Female,23,5,104822.45,1,0,1,160176.47
4292,706,Spain,Female,46,2,127660.46,2,1,0,150156.82
6991,518,Germany,Male,29,9,125961.74,2,1,0,160303.08
1515,850,Spain,Male,39,6,133214.13,1,0,1,20769.88
216,695,France,Male,46,7,49512.55,1,1,0,133007.34
9213,584,France,Female,40,4,82441.75,1,0,0,80852.11
9061,567,France,Female,38,1,125877.65,2,1,1,107841.77
8417,630,France,Female,26,5,0.0,2,1,0,182612.38
2263,757,France,Female,49,2,0.0,2,0,0,164482.92
5326,720,Spain,Female,59,6,0.0,2,1,1,160849.43
6840,563,France,Male,30,7,90727.79,1,1,0,122268.75
8498,712,Germany,Male,37,7,93978.96,2,1,0,60651.77
6010,759,Spain,Male,38,1,0.0,2,1,0,20778.39
893,703,France,Female,51,3,0.0,3,1,1,77294.56
1490,797,Spain,Female,31,8,0.0,2,1,0,117916.63
3003,580,France,Male,55,6,104305.74,1,0,1,175750.21
1850,785,Germany,Female,33,5,136624.6,2,1,1,169117.74
5199,782,Spain,Female,27,3,0.0,2,1,0,143614.01
6380,603,Germany,Male,35,1,123407.69,1,1,0,152541.89
324,734,France,Male,30,3,0.0,2,1,0,107640.25
1215,745,Spain,Female,54,8,0.0,1,1,0,173912.29
2899,586,France,Female,35,7,0.0,2,1,0,70760.69
2933,588,Spain,Male,46,8,0.0,1,1,0,61931.21
3658,699,France,Female,43,3,80764.03,1,1,0,199378.58
8678,518,France,Female,28,9,85146.36,1,0,0,2803.89
6673,729,France,Female,36,8,109106.8,1,0,0,121311.12
7972,751,Germany,Male,36,5,73194.99,1,1,1,89222.66
8586,650,Germany,Female,46,9,149003.76,2,1,0,176902.83
6169,542,France,Male,29,9,0.0,1,1,0,8342.35
9724,485,France,Male,41,2,100254.76,2,1,1,12706.67
1129,669,France,Female,35,7,0.0,1,1,1,49108.23
8856,774,France,Female,26,5,0.0,2,1,1,64716.08
2918,578,Germany,Female,38,4,113150.44,2,1,0,176712.59
3902,591,Spain,Female,40,1,86376.29,1,0,1,136767.16
7947,639,Spain,Female,35,5,136526.26,2,1,0,59653.03
9097,728,France,Male,43,7,0.0,2,1,0,40023.7
3827,794,Germany,Male,57,3,117056.46,1,1,0,93336.93
4923,651,Germany,Male,34,2,90355.12,2,0,0,193597.94
208,643,France,Male,45,5,0.0,1,1,0,142513.5
3254,552,Germany,Male,50,4,121175.56,1,1,0,117505.07
2795,515,France,Female,25,7,79543.59,1,0,1,38772.82
5106,600,France,Female,32,1,78535.25,1,1,0,64349.6
9011,775,France,Male,42,6,133970.22,2,0,1,187839.9
798,683,France,Female,35,6,187530.66,2,1,1,37976.36
9105,658,France,Male,31,5,100082.14,1,0,1,49809.88
734,545,Germany,Female,60,7,128981.07,1,0,1,176924.21
2244,515,France,Female,66,6,0.0,2,1,1,160663.11
178,597,Spain,Female,40,8,101993.12,1,0,1,94774.12
5830,684,Germany,Male,37,4,138476.41,2,1,1,52367.29
7008,635,Germany,Female,65,5,117325.54,1,1,0,155799.86
1174,705,Spain,Female,40,5,203715.15,1,1,0,179978.68
6642,589,France,Female,37,6,138497.84,1,0,1,18988.58
5848,758,Germany,Male,33,0,129142.54,2,1,1,26606.28
1831,632,France,Female,36,7,0.0,2,1,1,52526.65
7995,708,France,Female,67,1,0.0,2,0,1,3837.08
9279,727,France,Male,62,5,0.0,2,0,1,38652.96
7897,603,Spain,Male,30,6,129548.5,2,1,1,19282.85
8597,634,Germany,Female,53,3,113781.5,2,1,1,106345.05
8522,644,Spain,Male,18,8,0.0,2,1,0,59172.42
198,501,France,Male,57,10,0.0,2,1,1,47847.19
7928,711,France,Male,38,4,123345.85,1,1,0,141827.83
7076,742,France,Female,25,4,132116.13,2,1,0,129933.5
9284,633,France,Male,61,3,157201.48,1,0,1,50368.63
1097,543,France,Male,36,6,0.0,2,1,0,176728.28
548,508,France,Male,49,7,122451.46,2,1,1,75808.1
6908,733,Spain,Female,38,5,0.0,2,1,1,1271.51
8229,588,Germany,Female,37,7,70258.88,2,1,0,139607.61
4706,850,France,Male,43,4,161256.53,1,1,1,140071.57
6912,544,France,Male,48,10,78314.63,3,1,1,103713.93
3369,703,France,Female,33,8,190566.65,1,1,1,79997.14
7583,682,France,Male,26,8,0.0,2,1,0,178373.43
2532,827,France,Female,60,2,0.0,2,0,1,60615.83
4055,452,France,Female,60,6,121730.49,1,1,1,142963.29
2314,561,Spain,Female,28,3,0.0,2,1,0,191387.76
6653,608,Germany,Male,23,8,197715.93,2,1,1,116124.28
6885,698,France,Female,27,1,94920.71,1,1,1,40339.9
5937,740,Spain,Female,31,8,0.0,2,0,0,86657.48
2815,694,Germany,Male,37,1,95668.82,2,1,0,100335.55
3437,700,France,Female,32,3,0.0,1,0,0,95740.37
3880,677,France,Female,72,8,0.0,2,1,1,153604.44
4157,850,Spain,Male,62,5,0.0,2,1,1,180243.56
66,581,Germany,Female,34,1,101633.04,1,1,0,110431.51
7866,666,France,Female,38,6,127043.09,1,1,1,8247.0
616,754,Spain,Male,39,6,170184.99,2,1,0,89593.26
1118,617,Spain,Male,61,7,91070.43,1,1,1,101839.77
3260,688,Spain,Female,33,2,0.0,1,0,0,27557.18
3401,591,France,Female,33,4,113743.37,1,1,0,124625.08
3692,613,Spain,Male,35,4,123557.65,2,0,1,170903.4
937,850,Germany,Female,44,5,128605.32,1,0,1,171096.2
6604,774,France,Female,47,6,94722.88,1,0,1,61450.96
2572,711,France,Male,58,9,91285.13,2,1,1,26767.85
7536,697,France,Female,42,1,0.0,1,1,0,1262.83
6324,729,Spain,Female,28,0,0.0,2,1,1,31165.06
622,535,Germany,Female,53,5,141616.55,2,1,1,75888.65
1681,681,Spain,Female,32,3,0.0,2,1,1,59679.9
2126,790,France,Female,40,9,0.0,2,1,1,70607.1
787,714,Germany,Male,42,2,177640.09,1,0,1,47166.55
3332,735,France,Male,31,3,119558.35,1,0,0,72927.68
7236,424,Spain,Male,34,7,0.0,1,1,1,16250.61
1092,715,France,Male,41,4,94267.9,1,0,1,152821.12
9103,671,France,Female,29,3,0.0,2,1,0,158043.11
5020,491,Germany,Female,68,1,95039.12,1,0,1,116471.14
9353,670,Spain,Male,37,0,178742.71,1,1,1,194493.57
5944,696,Germany,Male,43,4,114091.38,1,0,1,159888.1
3280,583,France,Female,57,3,238387.56,1,0,1,147964.99
8186,606,France,Female,39,3,0.0,2,1,0,50560.45
2201,600,France,Male,35,4,143744.77,2,1,0,104076.51
1160,513,France,Male,35,8,0.0,1,1,0,76640.29
5581,494,Spain,Male,67,5,0.0,2,1,1,85890.16
3592,677,Spain,Male,56,5,123959.97,1,1,1,60590.72
3952,594,France,Female,34,7,141525.55,1,0,0,9443.15
9691,765,France,Male,42,4,123311.39,2,1,1,82868.34
6247,678,France,Female,46,1,0.0,2,0,0,82106.19
4153,695,Germany,Female,53,8,95231.91,1,0,0,70140.8
478,569,France,Male,38,7,0.0,1,1,1,108469.2
1352,535,Germany,Male,48,5,134542.73,1,1,1,58203.67
4309,705,France,Female,35,5,0.0,1,1,0,133991.11
5698,682,Spain,Female,64,9,0.0,2,1,1,103318.44
2647,461,France,Male,51,9,119889.84,1,0,0,56767.67
8460,650,Germany,Female,28,5,122034.4,3,0,1,146663.43
8198,668,Spain,Female,36,3,133686.52,1,1,0,190958.48
7689,587,France,Female,46,6,88820.29,1,0,0,70224.34
9257,678,Germany,Female,37,8,149000.91,2,1,1,21472.42
2589,778,France,Male,44,8,123863.64,1,1,0,144494.94
1033,645,France,Male,29,1,130131.08,2,0,1,196474.35
4686,536,Spain,Male,53,2,143923.96,1,1,0,2019.78
5011,480,Spain,Male,47,8,75408.33,1,1,0,25887.89
2598,587,Spain,Male,48,1,0.0,2,1,1,8908.0
5819,546,France,Male,29,5,0.0,1,1,1,94823.95
4608,850,Germany,Male,42,8,119839.69,1,0,1,51016.02
8470,662,France,Male,26,0,0.0,2,0,1,72929.96
9040,581,Germany,Female,38,3,135157.05,1,1,1,32919.42
7450,712,Spain,Female,39,5,163097.55,2,1,1,23702.42
4671,616,Germany,Female,45,6,128352.59,3,1,1,144000.59
5583,695,Spain,Female,31,8,0.0,2,0,1,131644.41
3717,646,Germany,Male,39,0,154439.86,1,1,0,171519.06
9327,593,Spain,Female,40,2,0.0,1,1,1,5194.95
3928,548,France,Male,29,5,83442.98,1,0,1,177017.39
3617,792,Germany,Female,29,4,107601.79,1,1,0,18922.18
1425,726,France,Female,42,2,109471.79,1,0,1,175161.05
9378,709,Spain,Female,35,1,111827.27,2,1,0,12674.68
2919,538,Spain,Female,42,9,0.0,1,0,0,152855.96
3819,553,Germany,Male,46,3,82291.1,1,1,0,112549.99
1871,634,Spain,Male,36,2,85996.19,1,1,0,15887.68
5487,763,France,Male,35,9,0.0,1,1,1,31372.91
480,788,Spain,Male,34,6,156478.62,1,0,1,181196.76
5972,548,Germany,Male,49,9,108437.89,1,0,0,127022.87
9600,621,Germany,Female,55,7,131033.76,1,0,1,75685.59
2888,795,Germany,Male,37,2,139265.63,2,1,1,198745.94
6686,621,Spain,Male,50,3,163085.79,1,0,1,131048.36
6315,559,Spain,Male,67,9,125919.35,1,1,0,175910.95
527,610,France,Male,26,8,0.0,2,1,0,166031.08
4129,618,France,Male,48,7,0.0,1,1,0,13921.82
722,669,France,Male,23,1,0.0,2,0,0,66088.83
5120,663,France,Male,26,5,141462.13,1,1,0,440.2
4722,648,France,Male,32,0,0.0,1,0,1,117323.31
220,726,France,Female,31,9,114722.05,2,1,1,98178.57
9188,628,Spain,Male,28,4,0.0,2,1,1,176750.81
1935,523,France,Male,39,3,0.0,2,1,0,6726.53
344,718,France,Female,25,7,0.0,2,1,0,30380.12
8332,645,Germany,Male,49,4,160133.88,1,0,1,88391.97
9674,600,France,Male,31,8,0.0,2,1,1,121555.51
4483,539,Germany,Female,38,8,105435.74,1,0,0,80575.44
9706,512,France,Female,30,6,0.0,2,1,0,88827.31
8486,738,Germany,Female,40,6,114940.67,2,1,1,194895.57
9216,724,France,Male,30,10,0.0,2,1,1,54265.55
6903,584,Germany,Female,41,3,88594.93,1,1,0,178997.89
9154,581,France,Female,27,5,102258.11,2,1,0,194681.6
5960,598,France,Male,48,6,120682.53,1,1,0,30635.52
7034,465,Germany,Male,53,1,117438.17,1,0,0,74898.8
6051,723,Spain,Female,45,4,0.0,2,1,0,37214.39
2391,850,France,Male,31,3,0.0,2,1,0,121866.87
7181,736,France,Female,42,7,117280.23,3,0,0,41921.06
4328,581,France,Female,55,6,0.0,1,1,1,22442.13
6452,538,Spain,Male,43,5,0.0,2,1,0,126933.73
1983,748,Spain,Female,40,4,0.0,2,1,0,132368.47
8246,663,France,Male,24,7,0.0,2,1,1,166310.82
1554,628,France,Male,34,4,158741.43,2,1,1,126192.54
4850,516,France,Male,27,9,0.0,1,1,0,142680.64
9095,850,Germany,Female,38,2,102741.15,2,0,1,23974.85
9922,667,France,Male,36,8,139753.35,1,1,0,79871.16
7532,760,Spain,Female,33,1,118114.28,2,0,1,156660.21
6853,685,France,Female,43,1,132667.17,1,1,1,41876.98
4641,485,Germany,Male,34,3,133658.24,1,1,0,70209.83
2881,711,Germany,Female,35,2,133607.75,1,1,1,120586.32
1677,784,Spain,Female,40,8,0.0,2,1,0,108891.3
4885,562,Spain,Male,41,5,165445.04,2,1,0,85787.31
1964,800,France,Female,40,5,97764.41,1,1,0,98640.15
901,643,France,Male,36,7,161064.64,2,0,1,84294.82
7130,599,Germany,Male,33,2,51949.95,2,1,0,85045.92
3068,653,France,Female,31,7,102575.04,1,1,1,11043.54
2296,749,Germany,Male,47,9,110022.74,1,0,1,135655.29
6237,630,France,Female,28,1,0.0,2,1,1,133267.78
5862,682,France,Male,40,4,0.0,2,1,1,140745.91
296,714,France,Female,31,4,125169.26,1,1,1,106636.89
8778,617,Spain,Female,37,9,101707.8,1,1,0,123866.28
57,725,Germany,Male,19,0,75888.2,1,0,0,45613.75
7242,664,Spain,Male,44,7,77526.66,3,0,0,57338.56
4385,651,France,Male,35,2,86911.8,1,1,0,174094.24
2984,663,France,Male,35,9,0.0,2,1,1,195580.28
27,571,France,Male,44,9,0.0,2,0,0,38433.35
4407,527,France,Female,31,1,112203.25,1,1,0,182266.01
9877,505,Germany,Female,33,3,106506.77,3,1,0,45445.78
2676,667,Germany,Male,43,1,103018.45,1,1,0,32462.39
8545,513,Germany,Male,34,7,60515.13,1,0,0,124571.09
5262,628,France,Male,30,8,89182.09,1,1,1,13126.9
5841,676,France,Female,49,1,0.0,1,1,0,79342.31
7021,672,France,Male,28,4,167268.98,1,1,1,169469.3
3248,516,France,Male,35,5,128653.59,1,1,0,127558.26
5667,672,France,Female,34,8,0.0,2,1,1,16245.25
3884,709,France,Male,31,6,0.0,2,1,1,71009.84
7663,590,France,Male,39,9,0.0,2,1,1,104730.52
295,773,France,Male,25,2,135903.33,1,1,0,73656.38
3161,470,Spain,Male,34,9,0.0,2,0,1,89013.67
2580,697,Germany,Female,38,6,132591.36,1,1,1,7387.8
3870,630,France,Male,40,8,0.0,2,1,1,42495.81
9210,382,Spain,Male,36,0,0.0,1,1,1,179540.73
4404,604,Spain,Male,43,2,145081.72,1,1,1,23881.62
6952,659,France,Female,37,1,151105.68,1,1,1,140934.57
648,438,France,Female,36,4,0.0,2,1,0,64420.5
1370,769,France,Female,26,7,0.0,2,1,0,176843.53
9855,706,Spain,Male,24,2,141078.57,1,1,1,24402.87
6992,557,France,Female,39,7,49572.73,1,1,0,115287.99
5532,720,France,Male,33,9,0.0,2,1,1,142956.48
9620,561,Spain,Male,37,4,101470.29,1,0,1,88838.14
5708,655,France,Female,60,3,0.0,2,1,1,86981.45
4209,682,France,Male,55,9,0.0,1,1,0,153356.8
681,591,Spain,Male,58,5,128468.69,1,0,1,137254.55
434,683,France,Male,33,8,0.0,1,0,0,73564.44
9309,678,Germany,Male,83,6,123356.63,1,0,1,92934.41
4824,727,France,Male,35,5,136364.46,1,0,0,142754.71
9761,807,Germany,Female,60,1,72948.58,2,1,1,17355.36
3159,834,France,Male,23,4,131254.81,1,1,0,20199.3
1489,609,France,Female,39,8,141675.23,1,0,1,175664.25
2987,676,Germany,Female,26,1,108348.66,1,0,0,60231.74
812,516,Spain,Female,33,3,0.0,2,1,1,58685.59
1882,831,France,Male,30,2,0.0,2,0,1,3430.38
9267,748,France,Male,32,5,154737.88,2,1,1,172638.13
4936,580,Germany,Male,24,1,133811.78,1,1,0,17185.95
9935,735,Germany,Male,28,5,160454.15,2,0,1,114957.22
1940,531,Germany,Female,31,7,117052.82,1,1,0,118508.09
3296,568,Germany,Female,26,10,109819.16,2,1,0,154491.39
3534,677,Germany,Female,44,4,148770.61,2,1,1,191057.76
4525,581,Spain,Male,43,9,78022.61,1,0,1,30662.91
3729,730,Spain,Male,29,2,0.0,2,1,0,14174.09
7015,572,France,Female,30,6,0.0,1,0,1,175025.27
1612,665,France,Male,52,3,0.0,1,1,0,116137.01
1181,651,Germany,Female,24,7,40224.7,1,1,1,178341.33
1375,429,France,Female,27,6,117307.44,2,1,1,24020.49
9224,679,France,Male,39,0,86843.61,1,0,1,159830.58
3946,511,France,Female,31,5,137411.29,1,0,1,161854.98
7210,648,Spain,Female,28,9,102282.61,1,1,1,157891.11
5211,749,Germany,Male,22,4,94762.16,2,1,1,42241.54
63,684,Spain,Male,56,8,78707.16,1,1,1,99398.36
626,427,France,Male,29,1,141325.56,1,1,1,93839.3
4421,630,Spain,Female,31,1,0.0,2,1,1,169802.73
1669,567,France,Female,37,7,0.0,2,1,1,28690.9
2112,472,Spain,Female,28,4,0.0,2,1,0,1801.77
5804,625,Germany,Female,35,5,86147.46,2,1,0,163440.8
9763,619,France,Male,27,1,154483.98,1,1,0,156394.74
4032,430,France,Male,38,9,0.0,2,1,1,12050.77
6545,433,Spain,Male,27,2,0.0,2,1,1,153698.65
7948,705,France,Male,25,3,113736.27,1,0,1,196864.61
84,493,France,Female,46,4,0.0,2,1,0,1907.66
9180,637,France,Female,44,2,0.0,2,1,0,149665.65
1462,616,Germany,Female,41,1,103560.57,1,1,0,236.45
2283,702,France,Male,45,9,74989.58,1,1,1,171014.69
2887,703,Germany,Female,26,1,97331.19,1,1,0,63717.49
5834,793,France,Male,32,2,0.0,2,1,0,193817.63
684,583,France,Male,24,9,135125.28,1,0,0,89801.9
4469,612,Spain,Male,33,5,69478.57,1,1,0,8973.67
418,643,France,Female,46,6,0.0,2,0,0,106781.59
5228,751,France,Male,29,10,147737.63,1,0,1,94951.27
4253,728,Spain,Female,29,1,0.0,1,1,1,83056.22
2709,592,France,Male,37,4,212692.97,1,0,0,176395.02
2357,592,France,Female,38,4,0.0,2,1,0,35338.96
8059,728,France,Female,34,6,90425.15,2,1,1,11597.69
1366,645,Spain,Female,37,7,0.0,2,1,0,13589.93
6277,604,Spain,Female,34,3,0.0,2,1,0,38587.7
3916,539,Spain,Male,36,6,0.0,3,1,1,118959.64
293,750,Spain,Female,34,9,112822.26,1,0,0,150401.53
2639,712,Germany,Female,40,3,109308.79,2,1,0,120158.72
9458,523,France,Male,36,8,158351.02,2,1,0,155304.53
1506,747,France,Male,27,10,0.0,2,0,0,13007.89
9037,653,Germany,Male,41,1,104584.11,1,1,0,15126.32
7393,599,France,Male,28,7,119706.22,1,0,0,31190.42
1634,705,Spain,Female,23,5,0.0,2,1,1,73131.73
2457,537,Spain,Female,38,1,0.0,2,0,1,41233.97
9891,680,France,Male,49,10,0.0,2,1,0,187008.45
5558,677,Germany,Male,34,3,126729.41,1,1,1,26106.39
9751,681,France,Male,59,4,122781.51,1,0,1,140166.95
2300,651,Spain,Female,45,10,135923.16,1,1,0,18732.84
4537,710,Spain,Female,31,5,0.0,2,1,0,9561.73
2938,730,France,Male,27,5,0.0,2,1,1,116081.93
1563,559,Spain,Female,40,5,139129.44,1,0,1,32635.54
5689,722,Spain,Female,50,4,132088.59,1,1,1,128262.14
8658,557,Germany,Female,38,2,129893.56,1,0,0,102076.03
7517,586,France,Male,58,7,151933.63,1,1,0,162960.05
1979,644,France,Male,33,8,0.0,2,1,1,155294.17
1883,790,Germany,Male,24,7,107418.27,1,0,1,160450.21
3803,850,Germany,Male,51,4,124425.99,1,0,0,118545.49
438,800,France,Female,38,2,168190.33,2,1,0,68052.08
4635,619,France,Female,33,2,167733.51,2,1,1,65222.48
4528,714,Spain,Female,31,6,152926.6,1,1,1,50899.91
4332,507,Germany,Male,31,2,134237.07,1,1,1,166423.66
3573,670,France,Male,68,4,0.0,2,1,1,11426.7
8741,622,Spain,Female,23,8,0.0,2,1,1,131389.39
8911,718,Germany,Male,32,9,169947.41,2,1,1,27979.16
4817,640,France,Male,28,7,0.0,2,1,1,131097.9
6435,700,France,Male,26,4,119009.57,1,1,0,141926.43
2986,570,Germany,Male,42,0,107856.57,2,1,0,127528.84
7838,569,Germany,Female,32,8,145330.43,1,1,1,132038.65
704,659,Germany,Male,36,2,76190.48,2,1,1,149066.14
2280,732,France,Male,36,7,0.0,2,1,1,60830.24
8734,706,Germany,Female,47,10,144090.42,1,1,0,140938.95
4147,749,Germany,Male,66,6,182532.23,2,1,1,195429.92
5412,779,France,Female,48,2,115290.27,1,0,0,98912.69
373,802,Germany,Male,31,1,125013.72,1,1,1,187658.09
6405,509,Spain,Male,41,7,126683.8,1,0,1,114775.53
9223,543,France,Female,67,0,128843.67,1,1,1,134612.48
2585,724,France,Male,28,9,0.0,2,1,1,100240.2
1332,778,France,Male,38,3,145018.49,2,1,1,126702.41
9572,644,Spain,Male,18,7,0.0,1,0,1,59645.24
5282,822,France,Male,32,8,116358.0,1,1,0,108798.36
9131,775,France,Female,27,4,152309.37,1,1,0,104112.0
8315,600,France,Female,41,1,0.0,2,1,1,91193.65
9809,820,France,Female,39,1,104614.29,1,1,0,61538.43
1784,658,France,Male,36,8,174060.46,1,1,1,94925.62
3182,669,France,Female,43,1,160474.59,1,1,1,95963.14
494,673,France,Female,38,2,170061.92,2,0,0,134901.34
7363,603,France,Male,40,4,102833.46,2,1,1,38829.11
2860,674,France,Male,45,7,142072.02,1,1,0,37013.29
7929,828,France,Male,30,4,73070.18,2,0,0,161671.15
4041,593,France,Male,36,2,70181.48,2,1,0,80608.12
7178,684,France,Male,38,5,105069.98,2,1,1,198355.28
2897,528,Germany,Female,29,9,170214.23,2,1,0,49284.0
366,540,Germany,Female,42,9,87271.41,2,1,0,172572.64
849,705,France,Male,25,0,97544.29,1,0,1,59887.15
7440,622,Spain,Female,47,6,142319.03,1,0,0,100183.05
9454,727,France,Male,52,4,0.0,2,1,1,118429.02
4301,615,France,Male,32,1,0.0,2,0,0,2139.25
2653,730,Spain,Male,26,3,0.0,1,1,0,34542.41
3503,543,France,Male,35,5,137482.19,1,0,0,62389.35
1541,654,Germany,Male,37,5,112146.12,1,1,0,75927.35
4165,775,France,Male,60,7,0.0,2,1,1,111558.7
8866,526,Germany,Male,34,3,122726.56,1,1,1,46772.36
322,749,France,Male,40,1,139290.41,1,1,0,182855.42
2031,765,France,Male,51,3,123372.3,1,1,1,115429.32
813,421,Germany,Male,28,8,122384.22,3,1,1,89017.38
8939,772,France,Male,34,9,0.0,2,1,0,170980.86
9375,659,Germany,Male,48,4,123593.22,2,1,0,82469.06
1079,664,France,Male,32,10,107209.73,1,1,1,112340.2
2226,790,Spain,Male,46,2,131365.37,2,1,1,180290.68
9136,595,France,Male,20,4,95830.43,1,1,0,177738.98
9531,741,France,Female,60,5,0.0,1,1,1,38914.51
2705,655,Spain,Female,34,4,109783.69,2,1,0,134034.32
6824,640,France,Male,38,9,0.0,2,1,0,88827.67
7556,738,Spain,Male,49,3,0.0,3,1,1,65066.48
1164,850,France,Female,36,0,164850.54,1,1,1,62722.44
3261,614,France,Male,51,3,0.0,2,1,1,5552.37
4687,769,France,Male,48,2,96542.16,2,0,1,197885.72
1450,632,Spain,Male,31,3,136556.44,1,1,0,82152.83
3862,653,Spain,Female,36,3,0.0,2,0,0,110525.6
6103,655,France,Male,28,10,0.0,2,0,1,126565.21
9215,584,Germany,Female,37,10,134171.8,4,1,1,70927.11
7120,796,Spain,Female,23,3,146584.19,2,0,0,125445.8
6398,593,Spain,Male,26,9,76226.9,1,1,0,167564.82
9588,539,Germany,Male,42,1,177728.55,1,1,0,105013.63
6214,458,Germany,Male,35,9,146780.52,2,1,1,3476.38
9645,695,France,Female,31,5,106089.2,1,0,0,99537.68
5336,530,France,Female,55,4,120905.03,1,0,1,123475.88
4056,655,Spain,Female,28,3,113811.85,2,0,1,76844.23
9511,738,France,Male,33,4,92676.3,1,1,0,105817.63
2999,525,France,Male,33,1,112833.35,1,0,1,175178.56
9024,640,France,Female,47,6,89799.46,2,0,1,13783.77
1231,772,Spain,Male,30,4,78653.05,1,1,0,1790.48
1514,539,Spain,Male,38,8,71460.67,2,1,1,10074.05
2313,597,Germany,Female,40,9,106756.01,2,1,0,151167.94
1451,551,France,Female,38,10,0.0,2,1,1,216.27
5267,584,France,Male,26,4,0.0,2,1,0,147600.54
6131,686,France,Male,60,9,0.0,3,1,1,75246.21
8531,723,Spain,Male,30,1,0.0,3,1,0,164647.72
6464,564,Germany,Female,33,2,115761.51,1,0,1,112350.21
838,553,Spain,Female,48,3,0.0,1,0,1,30730.95
9915,543,Spain,Male,41,5,0.0,2,0,1,143980.29
8261,670,France,Male,38,7,0.0,2,1,1,77864.41
6414,618,France,Female,21,2,125682.79,1,0,0,57762.0
8504,624,France,Male,42,3,145155.37,1,1,0,72169.95
3567,470,Spain,Female,31,2,101675.22,2,1,0,45033.75
9264,414,Spain,Male,60,3,0.0,2,1,1,93844.82
3087,439,France,Male,36,2,165536.28,2,1,1,123956.83
8643,754,Spain,Male,40,2,160625.17,1,0,1,3554.63
1714,730,Germany,Male,45,6,152880.97,1,0,0,162478.11
339,716,Germany,Female,39,10,115301.31,1,1,0,43527.4
9563,703,France,Male,28,9,0.0,2,0,1,2151.17
5942,517,Germany,Male,53,0,109172.88,1,1,0,54676.1
9869,521,France,Male,38,6,0.0,2,1,0,51454.06
8102,561,Germany,Female,45,2,168085.38,2,0,1,115719.08
8488,592,Germany,Female,70,5,71816.74,2,1,0,105096.82
588,526,France,Male,36,1,0.0,1,1,0,160696.72
3365,671,Spain,Female,34,5,130929.02,4,1,1,28238.25
2670,598,France,Female,64,9,0.0,1,0,1,13181.37
3589,446,France,Female,51,4,105056.13,1,0,0,70613.52
34,722,Spain,Female,29,9,0.0,2,1,1,142033.07
28,574,Germany,Female,43,3,141349.43,1,1,1,100187.43
8553,682,Spain,Female,58,4,0.0,1,1,0,176036.01
8117,624,Spain,Female,34,6,0.0,1,1,0,582.59
2170,554,France,Male,40,4,0.0,1,0,1,168780.04
8377,802,Spain,Male,40,4,0.0,2,1,1,81908.09
5620,553,France,Male,31,6,0.0,2,0,0,124596.63
889,542,France,Female,43,8,145618.37,1,0,1,10350.74
6489,841,France,Female,31,3,162701.65,2,1,1,126794.56
3322,634,France,Female,41,8,68213.99,1,1,1,6382.46
9396,700,Spain,Female,40,2,0.0,2,1,0,199753.97
3514,643,Spain,Female,32,2,0.0,1,0,0,131301.74
4420,714,Germany,Female,35,6,126077.43,2,1,1,53954.24
8351,585,France,Female,30,6,0.0,2,1,1,137757.69
5361,589,France,Male,46,9,0.0,2,1,0,170676.67
